model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),storage_size,storage_type,graphics,Operating System,screen_size(inches),resolution (pixels),price,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category,budget_category,recommendation_note
Dell Vostro 5625 laptop,Dell,AMD Ryzen 7-5825U,16,512,0,512,SSD,AMD Radeon,Windows,16.0,1920 x 1200,70990,72,30,80,80,55.5,64.7,72.6,65.1,62.2,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus Vivobook Pro 15 M3500QC-L901WS Gaming Laptop,Asus,Ryzen 9 5900HX,16,1000,0,1000,SSD,4 GB NVIDIA GeForce RTX RTX 3050,Windows,15.6,1920 x 1080,90990,84,70,80,95,78.75,81.15,85.45,81.7,80.65,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Lenovo IdeaPad 3 82RK0064IN Laptop,Lenovo,12th Gen Core i5,8,512,0,512,SSD,Intel UHD Graphics,Windows,15.6,1920 x 1080,58099,71,25,55,80,49.25,56.85,65.55,57.3,55.35,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo IdeaPad Gaming 3 82K101A4IN Laptop,Lenovo,11th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,63990,68,58,55,80,63.35,64.05,67.95,64.65,64.2,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Fujitsu UH-X FPC01319LK Laptop,Fujitsu,11th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,82994,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Fujitsu UH-X FPC02568LK Laptop,Fujitsu,11th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,73494,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Fujitsu CH FPC02548LK Laptop,Fujitsu,11th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,54490,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing,Low Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Fujitsu UH-X FPC02569LK Laptop,Fujitsu,11th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,82994,78,42,80,80,62.4,69.8,75.6,69.9,67.9,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Dell Alienware M15 ICC-C780002WIN8 Laptop,Dell, AMD Ryzen 7-5800H,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050Ti,Windows,15.6,1920 x 1080,131699,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat
Lenovo IdeaPad Gaming 3 82K1019AIN Laptop,Lenovo,11th Gen Core i5,8,256,1000,256,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,64990,68,70,55,65,66.5,64.8,63.9,64.65,65.55,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat
HP Spectre X360 16-f1003TU Laptop,HP,12th Gen Core i7,16,512,0,512,SSD,Intel Iris X Graphics,Windows,16.0,3072 x 1920,138999,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
HP Pavilion 14-eh0021TU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,2240 x 1400,74990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
HP Victus 15-fa0073TX Laptop,HP,12th Gen Core i7,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,85990,81,70,55,80,72.0,71.6,73.05,71.55,72.35,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
HP Pavilion 14-eh0025TU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,2240 x 1400,73500,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Yoga 7 Flip 82QE009SIN Laptop,Lenovo,12th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,2880 x 1800,112990,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo IdeaPad Gaming 3 15ACH6 82K201UXIN Laptop,Lenovo,Ryzen 7 5800H,16,512,0,512,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,109990,78,78,80,80,78.6,78.8,79.2,78.9,78.7,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat
Acer Aspire 5 NX.K6SSI.002 Laptop,Acer,12th Gen Core i3,8,512,0,512,SSD,Intel UHD,Windows,15.6,1920 x 1080,40990,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop,Asus,11th Gen Core i5,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,76990,68,70,80,80,72.5,73.3,75.4,73.9,72.8,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Acer Aspire 7 A715-5G UN.QGBSI.002 Gaming Laptop,Acer,12th Gen Core i5,16,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,61990,71,58,80,80,67.85,71.35,75.1,71.8,70.25,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3525 Laptop,Dell,AMD Ryzen7 5825U,8,512,0,512,SSD,AMD Radeon Radeon Graphics,Windows,15.6,1920 x 1080,57990,35,30,55,80,42.5,45.5,55.25,47.75,44.25,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
LG Gram 16Z90Q-G.AJ54A2 Laptop,LG,12th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,16.0,1600 x 2560,96490,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3425 Laptop,Dell,AMD Ryzen 5 5625U,8,512,0,512,SSD,AMD Radeon Graphics,Windows,14.0,1920 x 1080,52499,66,30,55,80,50.25,56.35,64.55,57.05,55.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus TUF Gaming F15 FX506LHB-HN357W Gaming Laptop,Asus,10th Gen Core i5,8,1000,0,1000,SSD,4 GB NVIDIA GeForce GTX GTX-1650,Windows,15.6,1920 x 1080,67461,65,58,55,95,64.85,65.25,72.3,66.75,65.4,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Flow X13 GV301RC-LJ022WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS ,16,1000,0,1000,SSD,AMD Radeon AMD,Windows,13.4,1920 x 1200,144990,82,30,80,95,60.25,70.45,80.85,71.1,67.95,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,32,1000,0,1000,SSD,8 GB AMD Radeon RX 6800S,Windows,14.0,2560 x 1600,199990,88,30,95,95,64.0,76.3,86.4,76.65,73.05,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Flow X13 GV301RE-LJ199WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS ,32,1000,0,1000,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,13.4,1920 x 1200,164104,82,73,95,95,81.85,84.95,88.9,85.6,83.85,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Flow X13 GV301RE-LI201WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS ,32,1000,0,1000,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,13.4,3840 x 2400,175990,82,73,95,95,81.85,84.95,88.9,85.6,83.85,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Zephyrus G15 2022 GA503RM-LN143WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,144990,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Zephyrus G15 2022 GA503RM-HQ142WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,156990,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming Laptop,Asus, AMD 9 6900HX,32,2000,0,2000,SSD,16 GB NVIDIA GeForce RTX 3080 Ti,Windows,16.0,3840 x 2400,396990,43,92,95,100,81.4,76.8,80.85,79.65,76.65,Gaming,High Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Zephyrus G15 2022 GA503RS-HQ027WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3080,Windows,15.6,2560 x 1440,199086,88,88,80,95,87.85,87.05,88.45,87.4,87.45,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LS228WS Gaming Laptop,Asus, AMD 9 6900HX,32,2000,0,2000,SSD,16 GB NVIDIA GeForce RTX 3080 Ti,Windows,16.0,1920 x 1200,361990,43,92,95,100,81.4,76.8,80.85,79.65,76.65,Gaming,High Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Zephyrus G14 GA402RJ-L8182WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,1000,SSD,8 GB AMD Radeon RX 6700S,Windows,14.0,2560 x 1600,159399,82,30,80,95,60.25,70.45,80.85,71.1,67.95,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Zephyrus G15 2022 GA503RM-HQ111WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,148990,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Flow X16 2022 GV601RE-M6012WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,0,1000,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,16.0,2560 x 1600,151990,82,73,80,95,79.6,81.2,85.15,81.85,80.85,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Zephyrus Duo 16 GX650RMZ-LS019WS Gaming Laptop,Asus, AMD Ryzen 7 6800H,32,2000,0,2000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,16.0,1920 x 1200,224990,82,78,95,100,84.85,86.95,91.15,87.85,86.1,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3070,Windows,15.6,2560 x 1440,189990,88,84,80,95,86.05,86.05,88.05,86.4,86.25,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Flow X16 2022 GV601RM-M6054WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,16.0,2560 x 1600,171990,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,Asus, AMD 9 6900HX,32,2000,0,2000,SSD,16 GB NVIDIA GeForce RTX 3080 Ti,Windows,16.0,2560 x 1600,391990,43,92,95,100,81.4,76.8,80.85,79.65,76.65,Gaming,High Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Asus ROG Flow X13 GV301RA-LJ031WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS ,16,1000,0,1000,SSD,AMD Radeon AMD,Windows,13.4,1920 x 1200,111399,82,30,80,95,60.25,70.45,80.85,71.1,67.95,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Zephyrus G15 GA503RW-LN066WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3070Ti,Windows,15.6,2560 x 1440,188000,88,84,80,95,86.05,86.05,88.05,86.4,86.25,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
HP Pavilion x360 14-ek0092TU Laptop,HP,12th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,1920 x 1080,89990,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Dell Inspiron 7620 Laptop,Dell,12th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,16.0,1920 x 1200,87500,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP Pavilion x360 14-ek0078TU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,1920 x 1080,71990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Asus Zenbook Flip 14 OLED UP5401ZA-KN701WS Laptop,Asus,12th Gen Core i7,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,2880 x 1800,134990,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus Vivobook Flip 14 TP3402ZA-LZ511WS Laptop,Asus,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe Graphics,Windows,14.0,1920 x 1200,76990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
HP 15s-fq2672TU Laptop,HP,11th Gen Core i3,8,512,0,512,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,43500,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus Vivobook Flip 14 TP3402ZA-LZ501WS Laptop,Asus,12th Gen Core i5,8,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,1920 x 1200,94500,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP 15s-fq2674TU Laptop,HP,11th Gen Core i3,8,512,0,512,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,43990,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus TUF Gaming A17 FA706IC-HX036W Laptop,Asus,Ryzen 7 4800H,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX RTX 3050,Windows,17.3,1920 x 1080,67990,72,70,55,80,69.75,68.45,70.35,68.85,69.2,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Lenovo Legion 5 Pro 82JD005LIN Gaming Laptop,Lenovo,11th Gen Core i7,32,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3070,Windows,16.0,2560 x 1440,179790,78,84,95,95,85.8,86.3,88.8,87.15,85.75,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat
Asus VivoBook Ultra 14,Asus,2022) X413EA-EB322WS Laptop ,8,512,0,512,SSD,Intel Integrated UHD,Windows,14.0,1920 x 1080,41790,35,25,55,80,40.25,44.25,54.75,46.5,42.75,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
MSI GF75 Thin 10SC-611IN Laptop,MSI,10th Gen Core i5,8,256,1000,256,SSD,4 GB Nvidia GTX1650 MaxQ,Windows,15.6,1920 x 1080,58900,65,55,55,65,59.0,60.0,61.5,60.0,60.0,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Dell Inspiron 3511 D560803WIN9B Laptop,Dell,11th Gen Core i5,8,256,1000,256,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,62500,68,25,55,65,46.25,53.55,59.4,53.4,52.05,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Asus VivoBook 14 X415JA-EB521WS Laptop,Asus,10th Gen Core i5,8,512,0,512,SSD,Intel UHD Graphics,Windows,14.0,1920 x 1080,42990,65,25,55,80,47.75,54.75,63.75,55.5,53.25,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo IdeaPad Gaming 3 82K101EEIN Laptop,Lenovo,11th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,64990,68,70,55,80,68.75,67.05,69.15,67.65,67.8,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Lenovo ThinkBook 15 20VEA0YNIH Laptop,Lenovo,11th Gen Core i5,8,512,0,512,SSD,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,55990,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Latitude 5420 Business Laptop,Dell,11th Gen Core i3,8,512,0,512,SSD,Intel UHD Graphics,Windows,14.0,1920 x 1080,68500,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Thinkbook 14 20VDA0KNIH Laptop,Lenovo,11th Gen Core i5,8,512,0,512,SSD,Intel Integrated Graphics,Windows,14.0,1920 x 1080,71999,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
MSI Alpha 15 B5EEK-029IN Laptop,MSI,Ryzen 5 5600H ,16,512,0,512,SSD,8 GB AMD Radeon RX6600M,Windows,15.6,1920 x 1080,85290,72,30,80,80,55.5,64.7,72.6,65.1,62.2,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP Victus 15-fb0051AX Gaming Laptop,HP,Ryzen 5-5600H,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,15.6,1920 x 1080,74990,72,73,55,80,71.1,69.2,70.65,69.6,70.1,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
HP Pavilion 14s- fy1003AU Laptop,HP,Ryzen 5 5500U,16,512,0,512,SSD,AMD Radeon Graphics,Windows,14.0,1920 x 1080,50499,62,30,80,80,53.0,61.2,69.6,62.1,58.7,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus VivoBook Ultra X415JA-EB531WS Laptop,Asus,10th Gen Core i5,16,512,0,512,SSD,Intel Integrated Intel UHD,Windows,14.0,1920 x 1080,47990,65,25,80,80,51.5,61.0,70.0,61.75,58.25,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3420 D552299WIN9BE Laptop,Dell,11th Gen Core i3,8,256,0,256,SSD,Intel UHD Graphics,Windows,14.0,1366 x 768,42300,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Dell XPS 15 9520 Laptop,Dell,12th Gen Core i7 ,16,512,0,512,SSD,4 GB NVIDIA Geforce RTX 3050 Ti,Windows,15.6,3840 x 2160,255000,81,73,80,80,77.1,78.6,79.6,78.55,78.25,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
HP Pavilion 14s-fy1005AU Laptop,HP,Ryzen 7 5700U,16,512,0,512,SSD,AMD Radeon Graphics,Windows,14.0,1920 x 1080,57990,68,30,80,80,54.5,63.3,71.4,63.9,60.8,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus TUF Gaming A17 FA706IC-HX055W Laptop,Asus,Ryzen 7 4800H,8,1000,0,1000,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,17.3,1920 x 1080,86990,72,70,55,95,72.0,70.7,75.6,71.85,71.45,Gaming,High Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Dell Vostro 5620 Laptop,Dell,12th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe,Windows,16.0,1920 x 1080,76990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
