model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),graphics,Operating System,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category,budget_category,recommendation_note,cpu_score_source,gpu_score_source
HP Victus 16-e0305ax Gaming Laptop,HP,AMD Ryzen 7 5800H,8,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,16.1,1920 x 1080,8,16,74,78950,91.22,100.0,55,75,87.3,81.93,77.37,81.12,84.18,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Microsoft Surface GO 2 8QC-00021 Laptop,Microsoft,11th Gen Core i5,8,128,0,Intel Iris Xe Graphics,Windows,12.4,1536 x 1024,4,8,55,71990,71.0,28.12,55,50,46.15,53.13,55.36,52.08,51.79,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",fallback,benchmark
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i3,8,256,0,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,2,4,54,41490,54.52,28.12,55,60,43.53,48.86,53.92,49.14,47.52,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i5,8,512,0,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,4,8,63,51990,71.0,28.12,55,75,49.9,56.88,64.11,57.08,55.54,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i3,8,512,0,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,2,4,56,45990,54.52,28.12,55,75,45.78,51.11,59.17,52.14,49.77,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i3,8,256,0,Intel Integrated UHD,Windows,15.6,1920 x 1080,2,4,54,32800,54.52,16.42,55,60,38.27,45.94,52.75,46.21,44.01,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop,Acer,11th Gen Core i5,8,256,1000,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,6,12,74,62999,71.0,77.12,55,65,70.45,67.63,65.51,67.33,68.74,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi,fallback,benchmark
Acer TravelMate TMP214-53 Business Laptop,Acer,11th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,4,8,65,57990,71.0,28.12,80,75,53.65,63.13,70.36,63.33,60.54,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Lenovo Legion 5 82JK00BEIN Laptop,Lenovo,11th Gen Core i7,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,8,16,73,119990,86.0,100.0,80,75,89.75,86.35,82.05,85.8,87.35,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Lenovo IdeaPad Slim 3 81X800LGIN Laptop,Lenovo,11th Gen Core i3,8,512,0,Intel UHD Graphics,Windows,15.6,1920 x 1080,0,0,0,36999,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Acer Aspire 3 A315-59 Laptop,Acer,12th Gen Core i5,8,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,10,12,56,56699,99.91,28.12,55,75,57.13,67.0,72.78,65.75,65.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Inspiron 3525 Laptop,Dell,AMD Ryzen7 5825U,8,512,0,AMD Radeon Radeon Graphics,Windows,15.6,1920 x 1080,8,16,67,58750,77.1,73.06,55,75,71.65,70.25,70.44,70.14,71.15,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus TUF Gaming F17 FX777ZE-HX052WS Laptop,Asus,12th Gen Core i7,16,1000,0,4 GB NVIDIA GeForce RTX 3050,Windows,17.3,1920 x 1080,14,20,80,114990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Acer Nitro 5 AN515-45 NH.QBCSI.00F Gaming Laptop,Acer,AMD Ryzen 5 5600H,16,512,1000,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,6,12,79,129999,73.2,100.0,80,80,87.3,82.62,79.96,82.96,83.62,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Dell Inspiron 7420 Laptop,Dell,12th Gen Core i5,8,512,0,2 GB NVIDIA GeForce MX550,Windows,14.0,1920 x 1200,10,12,57,86990,99.91,50.62,55,75,67.26,72.62,75.04,71.38,72.4,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus Vivobook S15 OLED S3502ZA-L702WS Laptop,Asus,12th Gen Core i7,16,512,0,Intel Iris XE Graphics,Windows,15.6,1920 x 1080,14,20,63,84900,100.0,28.12,80,75,60.9,73.28,79.06,72.03,70.69,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo Thinkpad E14 Gen 2 20TAS14C00 Laptop,Lenovo,11th Gen Core i3,8,512,0,Intel UHD,DOS,14.0,1920 x 1080,2,4,49,48000,54.52,26.45,55,75,45.03,50.69,59.0,51.72,49.27,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus ZenBook S13 UM5302TA-LX701WS Laptop,Asus,AMD Ryzen 7 6800U,16,1000,0,AMD Radeon AMD,Windows,13.3,2880 x 1800,8,16,73,119990,99.56,7.39,80,90,53.72,70.19,82.11,69.72,66.56,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus ZenBook S13 UM5302TA-LX501WS Laptop,Asus,AMD Ryzen 5 6600U,16,512,0,AMD Radeon AMD,Windows,13.3,2880 x 1800,6,12,71,99800,64.95,7.39,80,75,42.81,55.83,66.47,56.33,52.2,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus TUF Dash F15 2022 FX517ZE-HN036WS Gaming Laptop,Asus,12th Gen Core i7,16,512,0,4 GB NVIDIA GeForce RTX 3050-Ti,Windows,15.6,1920 x 1080,10,16,68,98990,100.0,100.0,80,75,93.25,91.25,86.25,90.0,92.25,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo IdeaPad Gaming 3 81Y401BHIN Gaming Laptop,Lenovo,10th Gen Core i7,8,512,0,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,6,12,72,74829,100.0,77.12,55,75,79.2,79.28,77.71,78.03,80.39,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo ThinkBook 15 21A4A09SIH Laptop,Lenovo,AMD Ryzen 3 5300U,8,256,0,AMD Radeon,Windows,15.6,1920 x 1080,4,8,56,39500,43.04,7.39,55,60,31.34,39.66,48.4,40.51,37.28,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Asus VivoBook 14 2022 X1402ZA-EB512WS Laptop,Asus,12th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,12,16,63,62990,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus VivoBook 14 2022 X1402ZA-EB311WS Laptop,Asus,12th Gen Core i3,8,512,0,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,10,12,60,47990,54.52,28.12,55,75,45.78,51.11,59.17,52.14,49.77,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus ROG Flow Z13 2022 GZ301ZE-LC193WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,0,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,13.4,3840 x 2400,14,20,74,304980,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus ROG Flow Z13 2022 GZ301ZE-LD064WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,0,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,13.4,1920 x 1200,14,20,68,181990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus ROG Flow Z13 2022 GZ301ZC-LD123WS Gaming Laptop,Asus,12th Gen Core i7,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,13.4,1920 x 1200,14,20,73,150790,100.0,100.0,80,75,93.25,91.25,86.25,90.0,92.25,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus ROG Flow Z13 2022 GZ301ZA-LD049WS Gaming Laptop,Asus,12th Gen Core i5,16,512,0,Intel Iris X Graphics,Windows,13.4,1920 x 1200,12,16,74,115390,99.91,14.92,80,75,54.94,69.95,77.72,68.7,66.69,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus TUF Dash F15 2022 FX517ZR-HQ030WS Gaming Laptop,Asus,12th Gen Core i7,16,1000,0,8 GB NVIDIA GeForce RTX 3070,Windows,15.6,2560 x 1440,10,16,74,149990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus ROG Flow Z13 2022 GZ301ZE-LC192WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,0,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,13.4,3840 x 2400,14,20,72,191990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus TUF Dash F15 2022 FX517ZC-HN107WS Gaming Laptop,Asus,12th Gen Core i7,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,10,16,68,87990,100.0,100.0,80,75,93.25,91.25,86.25,90.0,92.25,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Acer Aspire 5 A515-56 UN.A1ESI.022,Acer,11th Gen Core i5,8,512,0,Intel Integrated,Windows,15.6,1920 x 1080,4,8,53,49994,71.0,1.06,55,75,37.73,50.11,61.41,50.32,47.42,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
MSI GS76 Stealth 11UE-631IN 9S7-17M111-631 Gaming Laptop,MSI,11th Gen Core i7,16,1000,0,6 GB Nvidia GeForce RTX 3060,Windows,15.6,1920 x 1080,8,16,81,162000,86.0,100.0,80,90,92.0,88.6,87.3,88.8,89.6,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Infinix INBook X1 Slim XL21 Laptop,Infinix,10th Gen Core i5,8,512,0,Intel Integrated UHD Graphics,Windows,14.0,1920 x 1080,4,8,49,42990,99.91,16.42,55,75,51.87,64.07,71.61,62.83,62.14,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Acer Predator Helios 300 PH315-55 NH.QGPS.003 Gaming Laptop,Acer,12th Gen Core i7,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,14,20,78,155490,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo ThinkBook 15 21A4A09UIH Laptop,Lenovo,AMD Ryzen 5 5500U,8,512,0,AMD Radeon,Windows,15.6,1920 x 1080,6,12,66,49990,56.3,7.39,55,75,36.9,46.55,57.63,47.49,44.17,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo ThinkPad E14 20TAS16F00 Laptop,Lenovo,11th Gen Core i3,4,256,0,Intel UHD,DOS,14.0,1920 x 1080,2,4,44,42300,54.52,26.45,30,60,39.03,42.19,47.5,42.47,42.02,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Lenovo Legion 5 15IMH6 82NL00APIN Gaming Laptop,Lenovo,10th Gen Core i5,8,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,6,12,69,73847,99.91,100.0,55,75,89.48,84.97,79.97,83.72,87.22,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus ROG Strix G15 Advantage Edition G513QY-HQ032WS Gaming Laptop,Asus,Ryzen 9 5900HX,16,1000,0,12 GB AMD Radeon RX 6800M,Windows,15.6,2560 x 1440,8,16,78,139990,98.35,88.87,80,90,90.08,90.14,89.89,89.72,90.58,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus TUF Gaming F15 FX507ZM-HF068WS Laptop,Asus,12th Gen Core i7,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,14,20,76,118990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Infinix INBook X1 Slim Series XL21 Laptop,Infinix,10th Gen Core i3,8,256,0,Intel Integrated UHD Graphics,Windows,14.0,1920 x 1080,2,4,45,32990,54.52,16.42,55,60,38.27,45.94,52.75,46.21,44.01,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Infinix INBook X1 Slim Series XL21 Laptop,Infinix,10th Gen Core i7,16,512,0,Intel Integrated UHD,Windows,14.0,1920 x 1080,4,8,49,51990,100.0,16.42,80,75,55.64,70.36,77.89,69.1,67.18,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus ZenBook Pro Duo 15 OLED 2021 UX582HM-H701WS Laptop,Asus,11th Gen Core i7,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,3840 x 2160,8,16,86,200000,86.0,100.0,80,90,92.0,88.6,87.3,88.8,89.6,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Dell XPS 15 9520 Laptop,Dell,12th Gen Core i7 ,32,1000,0,4 GB NVIDIA Geforce RTX 3050 Ti,Windows,15.6,3840 x 2160,14,20,91,245000,100.0,100.0,95,90,97.75,97.25,95.25,96.75,97.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Dell Vostro 3515 Laptop,Dell,Athlon 3050U,8,256,0,AMD Radeon Graphics,Windows,15.6,1366 x 768,2,2,47,35300,13.61,73.06,55,60,53.53,45.78,46.14,48.1,46.68,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi,benchmark,benchmark
Lenovo ThinkBook 15 20VEA0YQIH Laptop,Lenovo,11th Gen Core i3,8,256,0,Intel UHD Graphics,Windows,15.6,1920 x 1080,2,4,54,37990,54.52,16.42,55,60,38.27,45.94,52.75,46.21,44.01,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
HP Omen 16-B1371TX Gaming Laptop,HP,12th Gen Core i7,16,1000,0,8 GB NVIDIA GeForce RTX 3070Ti,Windows,16.1,2560 x 1440,14,20,84,176490,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus VivoBook 15 X512DA-BQ303WS Laptop,Asus,Ryzen 3 3250U,8,256,0,AMD Radeon AMD Radeon,Windows,15.6,1920 x 1080,2,4,48,33990,17.49,7.39,55,60,24.95,30.72,40.74,32.84,28.34,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Dell Vostro 3515 Laptop,Dell,Ryzen 3 3250U,8,256,0,AMD Radeon Graphics,Windows,15.6,1920 x 1080,2,4,54,38890,17.49,73.06,55,60,54.5,47.14,47.3,49.26,48.04,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi,benchmark,benchmark
Asus Strix G15 G513RM-HF274WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,8,16,75,135960,99.56,100.0,80,90,95.39,93.35,91.37,92.87,94.35,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Omen 16-b1350TX Laptop,HP,12th Gen Core i7,16,1000,0,4 GB NVIDIA GeForce RTX 3050,Windows,16.1,1920 x 1080,14,20,74,128999,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus TUF Gaming A17 FA777RC-HX027WS Laptop,Asus,Ryzen 7 6800H,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,17.3,1920 x 1080,8,16,67,88990,99.56,100.0,80,75,93.14,91.1,86.12,89.87,92.1,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo ThinkBook 14 G2 20VDA0QMIH Laptop,Lenovo,11th Gen Core i3,8,512,0,Intel UHD Graphics,DOS,14.0,1920 x 1080,2,4,47,44799,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus Vivobook 15 Touch X515EA-EZ311WS Laptop,Asus,11th Gen Core i3,8,512,0,Intel Integrated UHD Graphics,Windows,15.6,1920 x 1080,2,4,57,39990,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus Vivobook 15 Touch X515EA-EZ501WS Laptop,Asus,11th Gen Core i5,8,512,0,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,4,8,62,51990,71.0,28.12,55,75,49.9,56.88,64.11,57.08,55.54,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Asus TUF Gaming F17 FX777ZC-HX069W Gaming Laptop,Asus,12th Gen Core i5,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,17.3,1920 x 1080,12,16,68,94990,99.91,100.0,80,75,93.23,91.22,86.22,89.97,92.22,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo ThinkBook 15 21A4A09RIH Laptop,Lenovo,AMD Ryzen 5 5500U,16,512,0,AMD Radeon,Windows,15.6,1920 x 1080,6,12,66,48790,56.3,7.39,80,75,40.65,52.8,63.88,53.74,49.17,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus TUF A17 FA766IC-HX005W Gaming Laptop,Asus,Ryzen 7 4800H,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,17.3,1920 x 1080,8,16,69,84990,81.04,100.0,80,75,88.51,84.61,80.56,84.31,85.61,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Thin GF63 11UC-850IN Gaming Laptop,MSI,11th Gen Core i7,8,512,0,4 GB NVIDIA Geforce RTX 3050,Windows,15.6,1920 x 1080,8,16,72,72985,86.0,100.0,55,75,86.0,80.1,75.8,79.55,82.35,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
MSI Sword 15 A12UC-467IN Gaming Laptop,MSI,12th Gen Core i5,16,1000,0,4 GB NVIDIA GeForce RTX RTX3050,Windows,15.6,1920 x 1080,12,16,67,89544,99.91,100.0,80,90,95.48,93.47,91.47,92.97,94.47,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Thin GF63 11UC-851IN Gaming Laptop,MSI,11th Gen Core i5,8,512,0,4 GB NVIDIA Geforce RTX 3050,Windows,15.6,1920 x 1080,6,12,71,63800,71.0,100.0,55,75,82.25,74.85,71.3,75.05,77.1,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Apple MacBook Pro 2022 Laptop,Apple,Apple M2,8,256,0,10 Core GPU,Mac,13.3,2560 x 1600,8,0,43,121990,100.0,35.0,55,60,58.0,66.5,68.25,64.5,65.5,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,fallback
HP Pavilion 15s-fy5001TU Laptop,HP,12th Gen Core i5,8,512,0,Intel Integrated Iris Xe Graphics,Windows,15.6,1920 x 1080,12,16,59,61000,99.91,28.12,55,75,57.13,67.0,72.78,65.75,65.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo IdeaPad Gaming 3 15IHU6 82K101A3IN Laptop,Lenovo,11th Gen Core i5,16,512,0,4 GB NVIDIA GeForce RTX 3050 Graphics,Windows,15.6,1920 x 1080,4,8,71,68990,71.0,100.0,80,75,86.0,81.1,77.55,81.3,82.1,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
HP Victus 16-d0354TX Laptop,HP,11th Gen Core i5,8,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,16.1,1920 x 1080,6,12,71,67990,71.0,100.0,55,75,82.25,74.85,71.3,75.05,77.1,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
