processor_name,graphics,ram(GB),storage_size,storage_type,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category
 Pentium Gold 7505,Intel Integrated,4,1000,HDD,38,25,30,70,35.75,37.55,45.9,39.15,37.3,Daily Use
11th Gen Core i7,Graphics & Networking: Intel Iris X Graphics,8,512,SSD,78,42,55,80,58.65,63.55,69.35,63.65,62.9,Daily Use
11th Gen Core i7,4 GB NVIDIA GeForce RTX3050,16,512,SSD,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder
11th Gen Core i7,Intel UHD Graphics,16,1000,SSD,78,25,80,95,57.0,67.8,79.15,68.65,65.05,Daily Use
11th Gen Core i5,512 MB Intel Integrated,8,512,SSD,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use
10th Gen Core i5,Intel UHD Graphics,8,512,SSD,65,25,55,80,47.75,54.75,63.75,55.5,53.25,Daily Use
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
Intel Silver N6000,Intel Integrated Intel UHD,8,256,SSD,35,25,55,65,38.0,42.0,49.5,43.5,40.5,Daily Use
11th Gen Core i3,Intel UHD Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
11th Gen Core i3,Intel Integrated UHD,4,256,SSD,51,25,30,65,38.25,41.35,48.05,42.05,41.1,Daily Use
11th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
AMD Ryzen 9 6900HS,8 GB AMD Radeon RX 6700S,16,1000,SSD,88,30,80,95,61.75,72.55,82.65,72.9,70.05,Daily Use
12th Gen Core i5,Intel Iris X Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
Ryzen 7 6800HS,6 GB AMD Radeon Radeon 680M,16,1000,SSD,82,46,80,95,67.45,74.45,82.45,75.1,72.75,Editing
Ryzen 9 6900HS,6 GB AMD Radeon Radeon 680M,16,1000,SSD,88,46,80,95,68.95,76.55,84.25,76.9,74.85,Editing
11th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
10th Gen Core i3,Intel UHD Graphics 620,8,256,SSD,48,25,55,65,41.25,46.55,53.4,47.4,45.05,Daily Use
11th Gen Core i7,Intel Integrated Iris Xe,16,512,SSD,78,42,80,80,62.4,69.8,75.6,69.9,67.9,Editing
11th Gen Core i7,4 GB NVIDIA GeForce GTX 1650,16,512,SSD,78,58,80,80,69.6,73.8,77.2,73.9,72.7,Editing
12th Gen Core i3,Intel Integrated UHD,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
11th Gen Core i3,Intel UHD Integrated Graphics,8,256,SSD,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use
11th Gen Core i5,Intel Integrated UHD Xe,16,512,SSD,68,25,80,80,52.25,62.05,70.9,62.65,59.3,Daily Use
Ryzen 5 3450U,AMD Radeon,8,256,SSD,56,30,55,65,45.5,50.6,56.3,51.05,49.35,Daily Use
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,71,70,55,80,69.5,68.1,70.05,68.55,68.85,Gaming
11th Gen Core i7,4 GB Nvidia RTX 3050,16,512,SSD,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder
11th Gen Core i7,4 GB Nvidia RTX 3050 Ti,16,512,SSD,78,73,80,80,76.35,77.55,78.7,77.65,77.2,All-Rounder
12th Gen Core i5,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,71,78,80,80,76.85,76.35,77.1,76.8,76.25,Gaming
12th Gen Core i7,6 GB Nvidia GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
Ryzen 5 5600U,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,64,70,80,80,71.5,71.9,74.2,72.7,71.4,Gaming
Celeron N4020,Intel Integrated UHD,4,256,SSD,22,25,30,65,31.0,31.2,39.35,33.35,30.95,Daily Use
AMD Athlon 3050U,AMD Radeon Graphics,4,1000,HDD,25,30,30,70,34.75,34.25,42.5,36.5,34.25,Daily Use
AMD Ryzen 5 5600U,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,64,70,80,80,71.5,71.9,74.2,72.7,71.4,Gaming
11th Gen Core i7,4 GB ‎NVIDIA GeForce RTX 3050,8,1000,SSD,78,70,55,95,73.5,72.8,77.4,73.65,73.55,Gaming
11th Gen Core i3,Intel Integrated Iris Xe,8,1000,HDD,51,42,55,70,50.4,52.6,57.75,53.55,51.95,Daily Use
AMD Ryzen 9 6900HS,4 GB ‎NVIDIA GeForce RTX 3050,32,1000,SSD,88,70,95,95,82.0,86.3,90.4,86.65,85.05,All-Rounder
11th Gen Core i7,2 GB NVIDIA Geforce MX450,16,1000,SSD,78,44,80,95,65.55,72.55,81.05,73.4,70.75,Editing
11th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
AMD Ryzen 9 6900HS,4 GB ‎NVIDIA GeForce RTX 3050 Ti,32,1000,SSD,88,73,95,95,83.35,87.05,90.7,87.4,85.95,All-Rounder
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070,16,512,SSD,81,84,80,80,82.05,81.35,80.7,81.3,81.55,All-Rounder
AMD Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,78,70,55,80,71.25,70.55,72.15,70.65,71.3,Gaming
12th Gen Core i3,Intel Integrated UHD,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
Ryzen 5 5600H,4 GB NVIDIA GeForce GTX 1650,16,512,SSD,72,58,80,80,68.1,71.7,75.4,72.1,70.6,Editing
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,72,70,55,80,69.75,68.45,70.35,68.85,69.2,Gaming
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
11th Gen Core i3,Intel Integrated UHD,4,256,SSD,51,25,30,65,38.25,41.35,48.05,42.05,41.1,Daily Use
AMD Ryzen 9 6900HX,8 GB NVIDIA GeForce RTX 3070 Ti,16,1000,SSD,90,86,80,95,87.45,87.25,88.85,87.5,87.55,All-Rounder
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070,16,1000,SSD,81,84,80,95,84.3,83.6,85.95,84.3,83.8,All-Rounder
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,81,78,80,80,79.35,79.85,80.1,79.8,79.75,All-Rounder
11th Gen Core i3,Intel Integrated UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
AMD Ryzen 3 5300U,AMD Radeon Graphics,8,256,SSD,45,30,55,65,42.75,46.75,53.0,47.75,45.5,Daily Use
12th Gen Core i5,Intel Irix Xe Graphics,16,512,SSD,71,25,80,80,53.0,63.1,71.8,63.55,60.35,Daily Use
AMD Ryzen 7 5800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,78,78,80,95,80.85,81.05,84.45,81.9,80.95,All-Rounder
11th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,78,42,80,80,62.4,69.8,75.6,69.9,67.9,Editing
12th Gen Core i9,16 GB NVIDIA GeForce RTX 3080 Ti,32,2000,SSD,95,92,95,100,94.4,95.0,96.45,95.25,94.85,All-Rounder
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070 Ti,16,1000,SSD,81,86,80,95,85.2,84.1,86.15,84.8,84.4,All-Rounder
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050 Ti,16,512,SSD,81,73,80,80,77.1,78.6,79.6,78.55,78.25,All-Rounder
Ryzen 7 5800H ,8 GB AMD Radeon RX 6600M,8,512,SSD,78,68,55,80,70.35,70.05,71.95,70.15,70.7,Gaming
12th Gen Core i7,4 GB NVIDIA GeForce RTX A1000,16,1000,SSD,81,35,80,95,62.25,71.35,81.05,72.05,69.1,Editing
11th Gen Core i5,4 GB NVIDIA GeForce GTX 1650 Max-Q,8,512,SSD,68,55,55,80,62.0,63.3,67.65,63.9,63.3,Daily Use
12th Gen Core i9,16 GB NVIDIA GeForce RTX 3080Ti,32,4000,SSD,95,88,95,100,92.6,94.0,96.05,94.25,93.65,All-Rounder
10th Gen Core i3,Intel UHD Graphics,8,512,SSD,48,25,55,80,43.5,48.8,58.65,50.4,47.3,Daily Use
Intel Celeron N4020,Intel HD Graphics,8,256,SSD,22,25,55,65,34.75,37.45,45.6,39.6,35.95,Daily Use
12th Gen Core i7,6 GB Nvidia GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
12th Gen Core i9,16 GB NVIDIA GeForce RTX 3080 Ti,32,1000,SSD,95,92,95,95,93.65,94.25,94.7,94.25,94.1,All-Rounder
11th Gen Core i7,6 GB Nvidia RTX 3060,16,512,SSD,78,78,80,80,78.6,78.8,79.2,78.9,78.7,All-Rounder
AMD Ryzen 7 5800H,10 GB AMD Radeon RX 6700M,16,1000,SSD,78,76,80,95,79.95,80.55,84.25,81.4,80.35,All-Rounder
11th Gen Core i5,Intel Integrated Iris Xe,16,256,SSD,68,42,80,65,57.65,64.05,67.35,63.9,62.15,Daily Use
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,71,70,80,80,73.25,74.35,76.3,74.8,73.85,Gaming
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
Ryzen 3 5300U,AMD Radeon Graphic,4,512,SSD,45,30,30,80,41.25,42.75,52.0,44.5,42.75,Daily Use
11th Gen Core i5,Intel Integrated Iris Xe,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
11th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
AMD Ryzen 5-5600H,AMD Radeon Graphics,16,512,SSD,72,30,80,80,55.5,64.7,72.6,65.1,62.2,Daily Use
Ryzen 7 5800H,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,78,78,80,80,78.6,78.8,79.2,78.9,78.7,All-Rounder
Pentium N6000,Intel Integrated UHD,8,256,SSD,27,25,55,65,36.0,39.2,47.1,41.1,37.7,Daily Use
Celeron N4020,Intel Integrated UHD,4,1000,HDD,22,25,30,70,31.75,31.95,41.1,34.35,31.7,Daily Use
AMD Ryzen 5 5600H,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,72,58,55,80,64.35,65.45,69.15,65.85,65.6,Gaming
11th Gen Core i3,Intel Integrated UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
11th Gen Core i5,Intel Integrated Iris Xe,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
12th Gen Core i5,2 GB Nvidia MX550 Graphics,16,512,SSD,71,46,80,80,62.45,68.35,73.9,68.8,66.65,Editing
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050Ti,16,512,SSD,71,70,80,80,73.25,74.35,76.3,74.8,73.85,Gaming
12th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i5,Intel Iris X Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070Ti,16,1000,SSD,81,84,80,95,84.3,83.6,85.95,84.3,83.8,All-Rounder
12th Gen Core i7,4 GB Intel Arc A370M 4GB VRAM Graphics,16,1000,SSD,81,60,80,95,73.5,77.6,83.55,78.3,76.6,Editing
AMD Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
12th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070Ti,16,1000,SSD,81,84,80,95,84.3,83.6,85.95,84.3,83.8,All-Rounder
12th Gen Core i9,16 GB NVIDIA GeForce RTX 3080 Ti,32,2000,SSD,95,92,95,100,94.4,95.0,96.45,95.25,94.85,All-Rounder
AMD Ryzen 3,Missing,8,1000,HDD,45,35,55,70,45.75,48.75,55.25,50.0,47.75,Daily Use
Ryzen 7-5800H,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder
11th Gen Core i7,4 GB NVIDIA GeForce RTX 3050 Ti,16,512,SSD,78,73,80,80,76.35,77.55,78.7,77.65,77.2,All-Rounder
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,71,70,80,80,73.25,74.35,76.3,74.8,73.85,Gaming
Intel Core i5,4 GB NVIDIA GeForce GTX 1650,16,512,SSD,62,58,80,80,65.6,68.2,72.4,69.1,67.1,Gaming
12th Gen Core i5,Intel Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
AMD Ryzen 9 6900HS,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,88,78,80,95,83.35,84.55,87.45,84.9,84.45,All-Rounder
12th Gen Core i7,Intel Integrated Iris Xe,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
12th Gen Core i9,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,95,78,80,95,85.1,87.0,89.55,87.0,86.9,All-Rounder
AMD Ryzen 9 6900HS,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,88,78,80,95,83.35,84.55,87.45,84.9,84.45,All-Rounder
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070 Ti,32,1000,SSD,81,86,95,95,87.45,87.85,89.9,88.55,87.4,All-Rounder
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070Ti,32,2000,SSD,81,84,95,100,87.3,88.1,91.45,89.05,87.55,All-Rounder
12th Gen Core i9,8 GB NVIDIA GeForce RTX 3070,32,1000,SSD,95,84,95,95,90.05,92.25,93.9,92.25,91.7,All-Rounder
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
11th Gen Core i3,Intel UHD Graphics,4,256,SSD,51,25,30,65,38.25,41.35,48.05,42.05,41.1,Daily Use
11th Gen Core i3,Intel UHD Graphics,4,256,SSD,51,25,30,65,38.25,41.35,48.05,42.05,41.1,Daily Use
11th Gen Core i5,Intel Integrated,8,1000,HDD,68,25,55,70,47.0,54.3,61.15,54.4,52.8,Daily Use
11th Gen Core i3,Intel UHD Graphics,4,512,SSD,51,25,30,80,40.5,43.6,53.3,45.05,43.35,Daily Use
AMD Ryzen 7-5800H,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,78,70,55,80,71.25,70.55,72.15,70.65,71.3,Gaming
 Pentium Silver N6000,Intel Integrated UHD Graphics,8,256,SSD,30,25,55,65,36.75,40.25,48.0,42.0,38.75,Daily Use
10th Gen Core i5,Intel Integrated UHD,8,512,SSD,65,25,55,80,47.75,54.75,63.75,55.5,53.25,Daily Use
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070Ti,16,1000,SSD,81,84,80,95,84.3,83.6,85.95,84.3,83.8,All-Rounder
 Pentium Silver N6000,Intel Integrated UHD Graphics,4,256,SSD,30,25,30,65,33.0,34.0,41.75,35.75,33.75,Daily Use
12th Gen Core i7,8 GB NVIDIA GeForce RTX 3070Ti,16,1000,SSD,81,84,80,95,84.3,83.6,85.95,84.3,83.8,All-Rounder
12th Gen Core i7,Intel Integrated Iris Xe,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
12th Gen Core i9,4 GB NVIDIA GeForce RTX 3050 Ti,32,1000,SSD,95,73,95,95,85.1,89.5,92.8,89.5,88.4,All-Rounder
12th Gen Core i5,Intel Integrated Iris Xe,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
AMD Ryzen 3 3250U,AMD Radeon AMD,8,256,SSD,32,30,55,65,39.5,42.2,49.1,43.85,40.95,Daily Use
AMD Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
12th Gen Core i7,8 GB NVIDIA GEFORCE RTX 3070 Ti,32,1000,SSD,81,86,95,95,87.45,87.85,89.9,88.55,87.4,All-Rounder
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,81,70,80,80,75.75,77.85,79.3,77.8,77.35,All-Rounder
12th Gen Core i7,Intel Iris Xe Graphics,16,1000,SSD,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing
12th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,71,70,80,80,73.25,74.35,76.3,74.8,73.85,Gaming
AMD Ryzen 5-5600H,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,72,58,55,80,64.35,65.45,69.15,65.85,65.6,Gaming
11th Gen Core i3,Intel Integrated Intel UHD,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
AMD Ryzen 5 3500U,AMD Radeon AMD,8,512,SSD,45,30,55,80,45.0,49.0,58.25,50.75,47.75,Daily Use
AMD Ryzen 3 3250U,AMD Radeon AMD,8,512,SSD,32,30,55,80,41.75,44.45,54.35,46.85,43.2,Daily Use
AMD Ryzen 9 6900HX,8 GB NVIDIA GeForce RTX 3070 Ti,16,1000,SSD,90,86,80,95,87.45,87.25,88.85,87.5,87.55,All-Rounder
AMD Ryzen 9 6900HX,8 GB NVIDIA GeForce RTX 3080,16,1000,SSD,90,88,80,95,88.35,87.75,89.05,88.0,88.15,All-Rounder
11th Gen Core i5,Intel Integrated Iris Xe,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
12th Gen Core i5,‎Intel UHD Graphics,8,512,SSD,71,25,55,80,49.25,56.85,65.55,57.3,55.35,Daily Use
11th Gen Core i5,Intel Iris Xe,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
12th Gen Core i7,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder
12th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
12th Gen Core i7,8 GB NVIDIA GEFORCE RTX 3070 Ti,32,1000,SSD,81,86,95,95,87.45,87.85,89.9,88.55,87.4,All-Rounder
AMD Ryzen 5 4600H,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,65,58,55,80,62.6,63.0,67.05,63.75,63.15,Gaming
AMD Ryzen 9 6900HX,8 GB NVIDIA GeForce RTX 3070 Ti,16,1000,SSD,90,86,80,95,87.45,87.25,88.85,87.5,87.55,All-Rounder
11th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use
Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,81,70,55,80,72.0,71.6,73.05,71.55,72.35,Gaming
AMD Ryzen 3 3250U,AMD Radeon Radeon,8,256,SSD,32,30,55,65,39.5,42.2,49.1,43.85,40.95,Daily Use
12th Gen Core i7,6 GB ‎NVIDIA GeForce RTX 3060,16,512,SSD,81,78,80,80,79.35,79.85,80.1,79.8,79.75,All-Rounder
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,8,1000,SSD,68,70,55,95,71.0,69.3,74.4,70.65,70.05,Gaming
Ryzen 7 5800H,8 GB NVIDIA GeForce RTX 3070,16,1000,SSD,78,84,80,95,83.55,82.55,85.05,83.4,82.75,All-Rounder
11th Gen Core i3,Intel Integrated Iris Xe Graphics,8,256,SSD,51,42,55,65,49.65,51.85,56.0,52.55,51.2,Daily Use
11th Gen Core i3,Intel Integrated UHD Graphics,8,512,SSD,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use
11th Gen Core i7,4 GB  Nvidia Quadro T500,32,1000,SSD,78,35,95,95,63.75,74.05,83.9,74.9,71.05,Editing
Intel Celeron N4500,Intel Integrated UHD Graphics,8,256,SSD,25,25,55,65,35.5,38.5,46.5,40.5,37.0,Daily Use
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
AMD Ryzen 5-5600H,AMD Radeon Graphics,16,512,SSD,72,30,80,80,55.5,64.7,72.6,65.1,62.2,Daily Use
AMD Ryzen 5-5500U,4 GB NVIDIA GeForce GTX 1650,16,512,SSD,62,58,80,80,65.6,68.2,72.4,69.1,67.1,Gaming
AMD 3020e,AMD Radeon AMD,4,1000,HDD,35,30,30,70,37.25,37.75,45.5,39.5,37.75,Daily Use
AMD Ryzen 3 3250U,AMD Radeon Radeon Graphics,8,256,SSD,32,30,55,65,39.5,42.2,49.1,43.85,40.95,Daily Use
11th Gen Core i7,2 GB NVIDIA MX450,16,512,SSD,78,44,80,80,63.3,70.3,75.8,70.4,68.5,Editing
Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder
AMD Ryzen 7-5825U,AMD Radeon,16,512,SSD,72,30,80,80,55.5,64.7,72.6,65.1,62.2,Daily Use
Ryzen 9 5900HX,4 GB NVIDIA GeForce RTX RTX 3050,16,1000,SSD,84,70,80,95,78.75,81.15,85.45,81.7,80.65,All-Rounder
12th Gen Core i5,Intel UHD Graphics,8,512,SSD,71,25,55,80,49.25,56.85,65.55,57.3,55.35,Daily Use
11th Gen Core i5,4 GB NVIDIA GeForce GTX 1650,8,512,SSD,68,58,55,80,63.35,64.05,67.95,64.65,64.2,Gaming
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
11th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing
11th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,78,42,80,80,62.4,69.8,75.6,69.9,67.9,Editing
 AMD Ryzen 7-5800H,4 GB NVIDIA GeForce RTX 3050Ti,16,512,SSD,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,8,256,SSD,68,70,55,65,66.5,64.8,63.9,64.65,65.55,Gaming
12th Gen Core i7,Intel Iris X Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
12th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i7,4 GB NVIDIA GeForce RTX 3050,8,512,SSD,81,70,55,80,72.0,71.6,73.05,71.55,72.35,Gaming
12th Gen Core i5,Intel Iris Xe Graphics,16,512,SSD,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing
12th Gen Core i7,Intel Iris Xe Graphics,16,512,SSD,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing
Ryzen 7 5800H,6 GB NVIDIA GeForce RTX 3060,16,512,SSD,78,78,80,80,78.6,78.8,79.2,78.9,78.7,All-Rounder
12th Gen Core i3,Intel UHD,8,512,SSD,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use
11th Gen Core i5,4 GB NVIDIA GeForce RTX 3050,16,512,SSD,68,70,80,80,72.5,73.3,75.4,73.9,72.8,Gaming
12th Gen Core i5,4 GB NVIDIA GeForce GTX 1650,16,512,SSD,71,58,80,80,67.85,71.35,75.1,71.8,70.25,Editing
AMD Ryzen7 5825U,AMD Radeon Radeon Graphics,8,512,SSD,35,30,55,80,42.5,45.5,55.25,47.75,44.25,Daily Use
12th Gen Core i5,Intel Iris Xe Graphics,8,512,SSD,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use
AMD Ryzen 5 5625U,AMD Radeon Graphics,8,512,SSD,66,30,55,80,50.25,56.35,64.55,57.05,55.1,Daily Use
10th Gen Core i5,4 GB NVIDIA GeForce GTX GTX-1650,8,1000,SSD,65,58,55,95,64.85,65.25,72.3,66.75,65.4,Gaming
AMD Ryzen 7 6800HS ,AMD Radeon AMD,16,1000,SSD,82,30,80,95,60.25,70.45,80.85,71.1,67.95,Daily Use
AMD Ryzen 9 6900HS,8 GB AMD Radeon RX 6800S,32,1000,SSD,88,30,95,95,64.0,76.3,86.4,76.65,73.05,Daily Use
AMD Ryzen 7 6800HS ,4 GB NVIDIA GeForce RTX 3050 Ti,32,1000,SSD,82,73,95,95,81.85,84.95,88.9,85.6,83.85,All-Rounder
AMD Ryzen 7 6800HS ,4 GB NVIDIA GeForce RTX 3050 Ti,32,1000,SSD,82,73,95,95,81.85,84.95,88.9,85.6,83.85,All-Rounder
AMD Ryzen 7 6800HS,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
AMD Ryzen 7 6800HS,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
 AMD 9 6900HX,16 GB NVIDIA GeForce RTX 3080 Ti,32,2000,SSD,43,92,95,100,81.4,76.8,80.85,79.65,76.65,Gaming
AMD Ryzen 9 6900HS,8 GB NVIDIA GeForce RTX 3080,16,1000,SSD,88,88,80,95,87.85,87.05,88.45,87.4,87.45,All-Rounder
 AMD 9 6900HX,16 GB NVIDIA GeForce RTX 3080 Ti,32,2000,SSD,43,92,95,100,81.4,76.8,80.85,79.65,76.65,Gaming
AMD Ryzen 7 6800HS,8 GB AMD Radeon RX 6700S,16,1000,SSD,82,30,80,95,60.25,70.45,80.85,71.1,67.95,Daily Use
AMD Ryzen 7 6800HS,6 GB NVIDIA GeForce RTX 3060,16,1000,SSD,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder
Ryzen 7 6800HS,4 GB NVIDIA GeForce RTX 3050 Ti,16,1000,SSD,82,73,80,95,79.6,81.2,85.15,81.85,80.85,All-Rounder
 AMD Ryzen 7 6800H,6 GB NVIDIA GeForce RTX 3060,32,2000,SSD,82,78,95,100,84.85,86.95,91.15,87.85,86.1,All-Rounder
AMD Ryzen 9 6900HS,8 GB NVIDIA GeForce RTX 3070,16,1000,SSD,88,84,80,95,86.05,86.05,88.05,86.4,86.25,All-Rounder
